LGA_2018,Region,Time,Value,,
18020,Warrumbungle Shire (A),2016,9562,,
18020,Warrumbungle Shire (A),2017,9456,,
18020,Warrumbungle Shire (A),2018,9399,,
18050,Waverley (A),2001,62853,,
18050,Waverley (A),2002,62832,,
18050,Waverley (A),2003,62778,,
18050,Waverley (A),2004,62988,,
18050,Waverley (A),2005,63435,,
18050,Waverley (A),2006,64294,,
18050,Waverley (A),2007,65279,,
18050,Waverley (A),2008,66458,,
18050,Waverley (A),2009,67394,,
18050,Waverley (A),2010,68082,,
18050,Waverley (A),2011,68698,,
18050,Waverley (A),2012,69294,,
18050,Waverley (A),2013,70052,,
18050,Waverley (A),2014,70742,,
18050,Waverley (A),2015,71336,,
18050,Waverley (A),2016,72013,,
18050,Waverley (A),2017,73386,,
18050,Waverley (A),2018,74114,,
18100,Weddin (A),2001,3826,,
18100,Weddin (A),2002,3798,,
18100,Weddin (A),2003,3768,,
18100,Weddin (A),2004,3756,,
18100,Weddin (A),2005,3737,,
18100,Weddin (A),2006,3722,,
18100,Weddin (A),2007,3710,,
18100,Weddin (A),2008,3715,,
18100,Weddin (A),2009,3720,,
18100,Weddin (A),2010,3733,,
18100,Weddin (A),2011,3759,,
18100,Weddin (A),2012,3738,,
18100,Weddin (A),2013,3723,,
18100,Weddin (A),2014,3706,,
18100,Weddin (A),2015,3688,,
18100,Weddin (A),2016,3677,,
18100,Weddin (A),2017,3643,,
18100,Weddin (A),2018,3636,,
18200,Wentworth (A),2001,7156,,
18200,Wentworth (A),2002,7078,,
18200,Wentworth (A),2003,7009,,
18200,Wentworth (A),2004,6946,,
18200,Wentworth (A),2005,6915,,
18200,Wentworth (A),2006,6926,,
18200,Wentworth (A),2007,6963,,
18200,Wentworth (A),2008,6964,,
18200,Wentworth (A),2009,6932,,
18200,Wentworth (A),2010,6910,,
18200,Wentworth (A),2011,6837,,
18200,Wentworth (A),2012,6847,,
18200,Wentworth (A),2013,6848,,
18200,Wentworth (A),2014,6877,,
18200,Wentworth (A),2015,6890,,
18200,Wentworth (A),2016,6932,,
18200,Wentworth (A),2017,6977,,
18200,Wentworth (A),2018,7042,,
18250,Willoughby (C),2001,61399,,
18250,Willoughby (C),2002,62785,,
18250,Willoughby (C),2003,63389,,
18250,Willoughby (C),2004,64414,,
18250,Willoughby (C),2005,65578,,
18250,Willoughby (C),2006,66481,,
18250,Willoughby (C),2007,67809,,
18250,Willoughby (C),2008,68434,,
18250,Willoughby (C),2009,69512,,
18250,Willoughby (C),2010,70256,,
18250,Willoughby (C),2011,71139,,
18250,Willoughby (C),2012,72119,,
18250,Willoughby (C),2013,73072,,
18250,Willoughby (C),2014,74238,,
18250,Willoughby (C),2015,75970,,
18250,Willoughby (C),2016,77888,,
18250,Willoughby (C),2017,79757,,
18250,Willoughby (C),2018,80339,,
18350,Wingecarribee (A),2001,42384,,
18350,Wingecarribee (A),2002,42980,,
18350,Wingecarribee (A),2003,43257,,
18350,Wingecarribee (A),2004,43348,,
18350,Wingecarribee (A),2005,43402,,
18350,Wingecarribee (A),2006,43532,,
18350,Wingecarribee (A),2007,44054,,
18350,Wingecarribee (A),2008,44539,,
18350,Wingecarribee (A),2009,45165,,
18350,Wingecarribee (A),2010,45761,,
18350,Wingecarribee (A),2011,46126,,
18350,Wingecarribee (A),2012,46467,,
18350,Wingecarribee (A),2013,46964,,
18350,Wingecarribee (A),2014,47470,,
18350,Wingecarribee (A),2015,48150,,
18350,Wingecarribee (A),2016,48998,,
18350,Wingecarribee (A),2017,49675,,
18350,Wingecarribee (A),2018,50493,,
18400,Wollondilly (A),2001,38178,,
18400,Wollondilly (A),2002,38513,,
18400,Wollondilly (A),2003,39215,,
18400,Wollondilly (A),2004,39830,,
18400,Wollondilly (A),2005,40411,,
18400,Wollondilly (A),2006,40969,,
18400,Wollondilly (A),2007,41589,,
18400,Wollondilly (A),2008,42401,,
18400,Wollondilly (A),2009,43145,,
18400,Wollondilly (A),2010,43828,,
18400,Wollondilly (A),2011,44607,,
18400,Wollondilly (A),2012,45439,,
18400,Wollondilly (A),2013,46399,,
18400,Wollondilly (A),2014,47445,,
18400,Wollondilly (A),2015,48562,,
18400,Wollondilly (A),2016,49854,,
18400,Wollondilly (A),2017,51036,,
18400,Wollondilly (A),2018,52230,,
18450,Wollongong (C),2001,188275,,
18450,Wollongong (C),2002,189851,,
18450,Wollongong (C),2003,190475,,
18450,Wollongong (C),2004,190641,,
18450,Wollongong (C),2005,190721,,
18450,Wollongong (C),2006,190909,,
18450,Wollongong (C),2007,192770,,
18450,Wollongong (C),2008,195437,,
18450,Wollongong (C),2009,197887,,
18450,Wollongong (C),2010,200468,,
18450,Wollongong (C),2011,202068,,
18450,Wollongong (C),2012,203045,,
18450,Wollongong (C),2013,204707,,
18450,Wollongong (C),2014,206415,,
18450,Wollongong (C),2015,208313,,
18450,Wollongong (C),2016,210394,,
18450,Wollongong (C),2017,213281,,
18450,Wollongong (C),2018,216071,,
18500,Woollahra (A),2001,52677,,
18500,Woollahra (A),2002,52792,,
18500,Woollahra (A),2003,52998,,
18500,Woollahra (A),2004,52723,,
18500,Woollahra (A),2005,52655,,
18500,Woollahra (A),2006,52995,,
18500,Woollahra (A),2007,53564,,
18500,Woollahra (A),2008,54076,,
18500,Woollahra (A),2009,54862,,
18500,Woollahra (A),2010,55497,,
18500,Woollahra (A),2011,56320,,
18500,Woollahra (A),2012,56601,,
18500,Woollahra (A),2013,56909,,
18500,Woollahra (A),2014,57253,,
18500,Woollahra (A),2015,57513,,
18500,Woollahra (A),2016,57744,,
18500,Woollahra (A),2017,58504,,
18500,Woollahra (A),2018,58964,,
18710,Yass Valley (A),2001,12002,,
18710,Yass Valley (A),2002,12366,,
18710,Yass Valley (A),2003,12772,,
18710,Yass Valley (A),2004,13058,,
18710,Yass Valley (A),2005,13247,,
18710,Yass Valley (A),2006,13500,,
18710,Yass Valley (A),2007,13916,,
18710,Yass Valley (A),2008,14310,,
18710,Yass Valley (A),2009,14714,,
18710,Yass Valley (A),2010,15227,,
18710,Yass Valley (A),2011,15615,,
18710,Yass Valley (A),2012,15808,,
18710,Yass Valley (A),2013,16010,,
18710,Yass Valley (A),2014,16188,,
18710,Yass Valley (A),2015,16356,,
18710,Yass Valley (A),2016,16568,,
18710,Yass Valley (A),2017,16747,,
18710,Yass Valley (A),2018,16953,,
19399,Unincorporated NSW,2001,1210,,
19399,Unincorporated NSW,2002,1189,,
19399,Unincorporated NSW,2003,1162,,
19399,Unincorporated NSW,2004,1135,,
19399,Unincorporated NSW,2005,1114,,
19399,Unincorporated NSW,2006,1095,,
19399,Unincorporated NSW,2007,1100,,
19399,Unincorporated NSW,2008,1107,,
19399,Unincorporated NSW,2009,1107,,
19399,Unincorporated NSW,2010,1114,,
19399,Unincorporated NSW,2011,1119,,
19399,Unincorporated NSW,2012,1124,,
19399,Unincorporated NSW,2013,1127,,
19399,Unincorporated NSW,2014,1134,,
19399,Unincorporated NSW,2015,1106,,
19399,Unincorporated NSW,2016,1112,,
19399,Unincorporated NSW,2017,1085,,
19399,Unincorporated NSW,2018,1080,,
19499,No usual address (NSW),2001,0,,
19499,No usual address (NSW),2002,0,,
19499,No usual address (NSW),2003,0,,
19499,No usual address (NSW),2004,0,,
19499,No usual address (NSW),2005,0,,
19499,No usual address (NSW),2006,0,,
19499,No usual address (NSW),2007,0,,
19499,No usual address (NSW),2008,0,,
19499,No usual address (NSW),2009,0,,
19499,No usual address (NSW),2010,0,,
19499,No usual address (NSW),2011,0,,
19499,No usual address (NSW),2012,0,,
19499,No usual address (NSW),2013,0,,
19499,No usual address (NSW),2014,0,,
19499,No usual address (NSW),2015,0,,
19499,No usual address (NSW),2016,0,,
19499,No usual address (NSW),2017,0,,
19499,No usual address (NSW),2018,0,,
19799,Migratory - Offshore - Shipping (NSW),2001,0,,
19799,Migratory - Offshore - Shipping (NSW),2002,0,,
19799,Migratory - Offshore - Shipping (NSW),2003,0,,
19799,Migratory - Offshore - Shipping (NSW),2004,0,,
19799,Migratory - Offshore - Shipping (NSW),2005,0,,
19799,Migratory - Offshore - Shipping (NSW),2006,0,,
19799,Migratory - Offshore - Shipping (NSW),2007,0,,
19799,Migratory - Offshore - Shipping (NSW),2008,0,,
19799,Migratory - Offshore - Shipping (NSW),2009,0,,
19799,Migratory - Offshore - Shipping (NSW),2010,0,,
19799,Migratory - Offshore - Shipping (NSW),2011,0,,
19799,Migratory - Offshore - Shipping (NSW),2012,0,,
19799,Migratory - Offshore - Shipping (NSW),2013,0,,
19799,Migratory - Offshore - Shipping (NSW),2014,0,,
19799,Migratory - Offshore - Shipping (NSW),2015,0,,
19799,Migratory - Offshore - Shipping (NSW),2016,0,,
19799,Migratory - Offshore - Shipping (NSW),2017,0,,
19799,Migratory - Offshore - Shipping (NSW),2018,0,,
2,Victoria,2001,4763615,,
2,Victoria,2002,4817774,,
2,Victoria,2003,4873809,,
2,Victoria,2004,4927149,,
2,Victoria,2005,4989246,,
2,Victoria,2006,5061266,,
2,Victoria,2007,5153522,,
2,Victoria,2008,5256375,,
2,Victoria,2009,5371934,,
2,Victoria,2010,5461101,,
2,Victoria,2011,5537817,,
2,Victoria,2012,5651091,,
2,Victoria,2013,5772669,,
2,Victoria,2014,5894917,,
2,Victoria,2015,6022322,,
2,Victoria,2016,6173172,,
2,Victoria,2017,6321606,,
2,Victoria,2018,6460675,,
20110,Alpine (S),2001,12709,,
20110,Alpine (S),2002,12655,,
20110,Alpine (S),2003,12581,,
20110,Alpine (S),2004,12432,,
20110,Alpine (S),2005,12372,,
20110,Alpine (S),2006,12260,,
20110,Alpine (S),2007,12227,,
20110,Alpine (S),2008,12156,,
20110,Alpine (S),2009,12112,,
20110,Alpine (S),2010,12089,,
20110,Alpine (S),2011,12068,,
20110,Alpine (S),2012,12183,,
20110,Alpine (S),2013,12283,,
20110,Alpine (S),2014,12355,,
20110,Alpine (S),2015,12429,,
20110,Alpine (S),2016,12578,,
20110,Alpine (S),2017,12638,,
20110,Alpine (S),2018,12730,,
20260,Ararat (RC),2001,11544,,
20260,Ararat (RC),2002,11566,,
20260,Ararat (RC),2003,11536,,
20260,Ararat (RC),2004,11510,,
20260,Ararat (RC),2005,11452,,
20260,Ararat (RC),2006,11422,,
20260,Ararat (RC),2007,11363,,
20260,Ararat (RC),2008,11344,,
20260,Ararat (RC),2009,11332,,
20260,Ararat (RC),2010,11337,,
20260,Ararat (RC),2011,11326,,
20260,Ararat (RC),2012,11400,,
20260,Ararat (RC),2013,11490,,
20260,Ararat (RC),2014,11560,,
20260,Ararat (RC),2015,11644,,
20260,Ararat (RC),2016,11745,,
20260,Ararat (RC),2017,11756,,
20260,Ararat (RC),2018,11795,,
20570,Ballarat (C),2001,82333,,
20570,Ballarat (C),2002,83168,,
20570,Ballarat (C),2003,84190,,
20570,Ballarat (C),2004,84775,,
20570,Ballarat (C),2005,85663,,
20570,Ballarat (C),2006,86647,,
20570,Ballarat (C),2007,87796,,
20570,Ballarat (C),2008,89531,,
20570,Ballarat (C),2009,91390,,
20570,Ballarat (C),2010,93359,,
20570,Ballarat (C),2011,95185,,
20570,Ballarat (C),2012,96728,,
20570,Ballarat (C),2013,98344,,
20570,Ballarat (C),2014,99914,,
20570,Ballarat (C),2015,101479,,
20570,Ballarat (C),2016,103500,,
20570,Ballarat (C),2017,105422,,
20570,Ballarat (C),2018,107325,,
20660,Banyule (C),2001,117967,,
20660,Banyule (C),2002,117559,,
20660,Banyule (C),2003,117313,,
20660,Banyule (C),2004,116661,,
20660,Banyule (C),2005,117149,,
20660,Banyule (C),2006,117963,,
20660,Banyule (C),2007,119362,,
20660,Banyule (C),2008,120580,,
20660,Banyule (C),2009,122248,,
20660,Banyule (C),2010,122780,,
20660,Banyule (C),2011,122983,,
20660,Banyule (C),2012,123584,,
20660,Banyule (C),2013,124314,,
20660,Banyule (C),2014,125107,,
20660,Banyule (C),2015,126088,,
20660,Banyule (C),2016,127447,,
20660,Banyule (C),2017,129115,,
20660,Banyule (C),2018,130237,,
20740,Bass Coast (S),2001,25243,,
20740,Bass Coast (S),2002,25809,,
20740,Bass Coast (S),2003,26224,,
20740,Bass Coast (S),2004,26476,,
20740,Bass Coast (S),2005,26894,,
20740,Bass Coast (S),2006,26941,,
20740,Bass Coast (S),2007,27408,,
20740,Bass Coast (S),2008,27981,,
20740,Bass Coast (S),2009,28561,,
20740,Bass Coast (S),2010,29474,,
20740,Bass Coast (S),2011,30233,,
20740,Bass Coast (S),2012,30811,,
20740,Bass Coast (S),2013,31331,,
20740,Bass Coast (S),2014,31917,,
20740,Bass Coast (S),2015,32576,,
20740,Bass Coast (S),2016,33464,,
20740,Bass Coast (S),2017,34386,,
20740,Bass Coast (S),2018,35327,,
20830,Baw Baw (S),2001,35850,,
20830,Baw Baw (S),2002,35990,,
20830,Baw Baw (S),2003,36283,,
20830,Baw Baw (S),2004,36643,,
20830,Baw Baw (S),2005,37079,,
20830,Baw Baw (S),2006,37814,,
20830,Baw Baw (S),2007,38503,,
20830,Baw Baw (S),2008,39389,,
20830,Baw Baw (S),2009,40516,,
20830,Baw Baw (S),2010,42097,,
20830,Baw Baw (S),2011,43389,,
20830,Baw Baw (S),2012,44506,,
20830,Baw Baw (S),2013,45627,,
20830,Baw Baw (S),2014,46644,,
20830,Baw Baw (S),2015,47837,,
20830,Baw Baw (S),2016,49296,,
20830,Baw Baw (S),2017,50676,,
20830,Baw Baw (S),2018,52015,,
20910,Bayside (C),2001,88262,,
20910,Bayside (C),2002,88717,,
20910,Bayside (C),2003,89088,,
20910,Bayside (C),2004,89394,,
20910,Bayside (C),2005,89873,,
20910,Bayside (C),2006,90807,,
20910,Bayside (C),2007,92041,,
20910,Bayside (C),2008,93535,,
20910,Bayside (C),2009,94850,,
20910,Bayside (C),2010,95594,,
20910,Bayside (C),2011,96119,,
20910,Bayside (C),2012,96971,,
20910,Bayside (C),2013,98252,,
20910,Bayside (C),2014,99797,,
20910,Bayside (C),2015,101268,,
20910,Bayside (C),2016,102912,,
20910,Bayside (C),2017,104282,,
20910,Bayside (C),2018,105718,,
21010,Benalla (RC),2001,13886,,
21010,Benalla (RC),2002,13897,,
21010,Benalla (RC),2003,13878,,
21010,Benalla (RC),2004,13846,,
21010,Benalla (RC),2005,13829,,
21010,Benalla (RC),2006,13807,,
21010,Benalla (RC),2007,13802,,
21010,Benalla (RC),2008,13792,,
21010,Benalla (RC),2009,13796,,
21010,Benalla (RC),2010,13838,,
21010,Benalla (RC),2011,13818,,
21010,Benalla (RC),2012,13849,,
21010,Benalla (RC),2013,13878,,
21010,Benalla (RC),2014,13898,,
21010,Benalla (RC),2015,13923,,
21010,Benalla (RC),2016,13982,,
21010,Benalla (RC),2017,13974,,
21010,Benalla (RC),2018,14024,,
21110,Boroondara (C),2001,156246,,
21110,Boroondara (C),2002,156886,,
21110,Boroondara (C),2003,157298,,
21110,Boroondara (C),2004,157885,,
21110,Boroondara (C),2005,158727,,
21110,Boroondara (C),2006,159605,,
21110,Boroondara (C),2007,161308,,
21110,Boroondara (C),2008,163408,,
21110,Boroondara (C),2009,165284,,
21110,Boroondara (C),2010,166326,,
21110,Boroondara (C),2011,167062,,
21110,Boroondara (C),2012,168483,,
21110,Boroondara (C),2013,170485,,
21110,Boroondara (C),2014,172660,,
21110,Boroondara (C),2015,174753,,
21110,Boroondara (C),2016,177276,,
21110,Boroondara (C),2017,179677,,
21110,Boroondara (C),2018,181289,,
21180,Brimbank (C),2001,167213,,
21180,Brimbank (C),2002,168499,,
21180,Brimbank (C),2003,169424,,
21180,Brimbank (C),2004,170953,,
21180,Brimbank (C),2005,172749,,
21180,Brimbank (C),2006,174231,,
21180,Brimbank (C),2007,177004,,
21180,Brimbank (C),2008,180561,,
21180,Brimbank (C),2009,185397,,
21180,Brimbank (C),2010,188895,,
21180,Brimbank (C),2011,191496,,
21180,Brimbank (C),2012,193774,,
21180,Brimbank (C),2013,196169,,
21180,Brimbank (C),2014,198468,,
21180,Brimbank (C),2015,200860,,
21180,Brimbank (C),2016,204190,,
21180,Brimbank (C),2017,206997,,
21180,Brimbank (C),2018,208714,,
21270,Buloke (S),2001,7220,,
21270,Buloke (S),2002,7171,,
21270,Buloke (S),2003,7102,,
21270,Buloke (S),2004,7026,,
21270,Buloke (S),2005,6995,,
21270,Buloke (S),2006,6957,,
21270,Buloke (S),2007,6861,,
21270,Buloke (S),2008,6789,,
21270,Buloke (S),2009,6751,,
21270,Buloke (S),2010,6622,,
21270,Buloke (S),2011,6465,,
21270,Buloke (S),2012,6434,,
21270,Buloke (S),2013,6388,,
21270,Buloke (S),2014,6335,,
21270,Buloke (S),2015,6306,,
21270,Buloke (S),2016,6284,,
21270,Buloke (S),2017,6205,,
21270,Buloke (S),2018,6184,,
21370,Campaspe (S),2001,36011,,
21370,Campaspe (S),2002,36247,,
21370,Campaspe (S),2003,36457,,
21370,Campaspe (S),2004,36549,,
21370,Campaspe (S),2005,36779,,
21370,Campaspe (S),2006,36969,,
21370,Campaspe (S),2007,37020,,
21370,Campaspe (S),2008,37017,,
21370,Campaspe (S),2009,37021,,
21370,Campaspe (S),2010,36973,,
21370,Campaspe (S),2011,36855,,
21370,Campaspe (S),2012,37041,,
21370,Campaspe (S),2013,37213,,
21370,Campaspe (S),2014,37338,,
21370,Campaspe (S),2015,37429,,
21370,Campaspe (S),2016,37595,,
21370,Campaspe (S),2017,37597,,
21370,Campaspe (S),2018,37592,,
21450,Cardinia (S),2001,46720,,
21450,Cardinia (S),2002,47840,,
21450,Cardinia (S),2003,50038,,
21450,Cardinia (S),2004,52864,,
21450,Cardinia (S),2005,55173,,
21450,Cardinia (S),2006,57950,,
21450,Cardinia (S),2007,60368,,
21450,Cardinia (S),2008,63647,,
21450,Cardinia (S),2009,67889,,
21450,Cardinia (S),2010,71830,,
21450,Cardinia (S),2011,75831,,
21450,Cardinia (S),2012,80422,,
21450,Cardinia (S),2013,84591,,
21450,Cardinia (S),2014,88070,,
21450,Cardinia (S),2015,92298,,
21450,Cardinia (S),2016,97573,,
21450,Cardinia (S),2017,102403,,
21450,Cardinia (S),2018,107120,,
21610,Casey (C),2001,180444,,
21610,Casey (C),2002,188914,,
21610,Casey (C),2003,198652,,
21610,Casey (C),2004,206646,,
21610,Casey (C),2005,213821,,
21610,Casey (C),2006,220440,,
21610,Casey (C),2007,228496,,
21610,Casey (C),2008,237529,,
21610,Casey (C),2009,246678,,
21610,Casey (C),2010,254471,,
21610,Casey (C),2011,261282,,
21610,Casey (C),2012,269240,,
21610,Casey (C),2013,278023,,
21610,Casey (C),2014,287937,,
21610,Casey (C),2015,299528,,
21610,Casey (C),2016,312789,,
21610,Casey (C),2017,326771,,
21610,Casey (C),2018,340419,,
21670,Central Goldfields (S),2001,12888,,
21670,Central Goldfields (S),2002,12835,,
21670,Central Goldfields (S),2003,12732,,
21670,Central Goldfields (S),2004,12566,,
21670,Central Goldfields (S),2005,12493,,
21670,Central Goldfields (S),2006,12434,,
21670,Central Goldfields (S),2007,12471,,
21670,Central Goldfields (S),2008,12531,,
21670,Central Goldfields (S),2009,12587,,
21670,Central Goldfields (S),2010,12600,,
21670,Central Goldfields (S),2011,12579,,
21670,Central Goldfields (S),2012,12714,,
21670,Central Goldfields (S),2013,12815,,
21670,Central Goldfields (S),2014,12884,,
21670,Central Goldfields (S),2015,12950,,
21670,Central Goldfields (S),2016,13087,,
21670,Central Goldfields (S),2017,13148,,
21670,Central Goldfields (S),2018,13209,,
21750,Colac-Otway (S),2001,20686,,
21750,Colac-Otway (S),2002,20689,,
21750,Colac-Otway (S),2003,20697,,
21750,Colac-Otway (S),2004,20689,,
21750,Colac-Otway (S),2005,20684,,
21750,Colac-Otway (S),2006,20614,,
21750,Colac-Otway (S),2007,20687,,
21750,Colac-Otway (S),2008,20782,,
21750,Colac-Otway (S),2009,20844,,
21750,Colac-Otway (S),2010,20855,,
21750,Colac-Otway (S),2011,20799,,
21750,Colac-Otway (S),2012,20902,,
21750,Colac-Otway (S),2013,21035,,
21750,Colac-Otway (S),2014,21131,,
21750,Colac-Otway (S),2015,21230,,
21750,Colac-Otway (S),2016,21362,,
21750,Colac-Otway (S),2017,21430,,
21750,Colac-Otway (S),2018,21503,,
21830,Corangamite (S),2001,17293,,
21830,Corangamite (S),2002,17232,,
21830,Corangamite (S),2003,17027,,
21830,Corangamite (S),2004,16962,,
21830,Corangamite (S),2005,16867,,
21830,Corangamite (S),2006,16815,,
21830,Corangamite (S),2007,16718,,
21830,Corangamite (S),2008,16636,,
21830,Corangamite (S),2009,16623,,
21830,Corangamite (S),2010,16563,,
21830,Corangamite (S),2011,16526,,
21830,Corangamite (S),2012,16470,,
21830,Corangamite (S),2013,16410,,
21830,Corangamite (S),2014,16340,,
21830,Corangamite (S),2015,16274,,
21830,Corangamite (S),2016,16243,,
21830,Corangamite (S),2017,16210,,
21830,Corangamite (S),2018,16140,,
21890,Darebin (C),2001,127067,,
21890,Darebin (C),2002,127359,,
21890,Darebin (C),2003,127711,,
21890,Darebin (C),2004,128735,,
21890,Darebin (C),2005,130298,,
21890,Darebin (C),2006,132299,,
21890,Darebin (C),2007,134748,,
21890,Darebin (C),2008,137525,,
21890,Darebin (C),2009,140289,,
21890,Darebin (C),2010,141780,,
21890,Darebin (C),2011,142942,,
21890,Darebin (C),2012,144986,,
21890,Darebin (C),2013,147272,,
21890,Darebin (C),2014,149511,,
21890,Darebin (C),2015,151974,,
21890,Darebin (C),2016,155126,,
21890,Darebin (C),2017,158751,,
21890,Darebin (C),2018,161609,,
22110,East Gippsland (S),2001,38843,,
22110,East Gippsland (S),2002,39112,,
22110,East Gippsland (S),2003,39329,,
22110,East Gippsland (S),2004,39776,,
22110,East Gippsland (S),2005,40173,,
22110,East Gippsland (S),2006,40544,,
22110,East Gippsland (S),2007,40969,,
22110,East Gippsland (S),2008,41416,,
22110,East Gippsland (S),2009,41904,,
22110,East Gippsland (S),2010,42385,,
22110,East Gippsland (S),2011,42826,,
22110,East Gippsland (S),2012,43329,,
22110,East Gippsland (S),2013,43809,,
22110,East Gippsland (S),2014,44277,,
22110,East Gippsland (S),2015,44868,,
22110,East Gippsland (S),2016,45600,,
22110,East Gippsland (S),2017,46136,,
22110,East Gippsland (S),2018,46818,,
22170,Frankston (C),2001,113306,,
22170,Frankston (C),2002,114262,,
22170,Frankston (C),2003,115483,,
22170,Frankston (C),2004,117124,,
22170,Frankston (C),2005,118530,,
22170,Frankston (C),2006,120148,,
22170,Frankston (C),2007,122182,,
22170,Frankston (C),2008,124689,,
22170,Frankston (C),2009,127252,,
22170,Frankston (C),2010,129052,,
22170,Frankston (C),2011,130350,,
22170,Frankston (C),2012,132194,,
22170,Frankston (C),2013,134351,,
22170,Frankston (C),2014,136181,,
22170,Frankston (C),2015,137790,,
22170,Frankston (C),2016,139502,,
22170,Frankston (C),2017,140718,,
22170,Frankston (C),2018,141845,,
22250,Gannawarra (S),2001,11873,,
22250,Gannawarra (S),2002,11783,,
22250,Gannawarra (S),2003,11661,,
22250,Gannawarra (S),2004,11540,,
22250,Gannawarra (S),2005,11455,,
22250,Gannawarra (S),2006,11413,,
22250,Gannawarra (S),2007,11207,,
22250,Gannawarra (S),2008,11052,,
22250,Gannawarra (S),2009,10923,,
22250,Gannawarra (S),2010,10692,,
22250,Gannawarra (S),2011,10453,,
22250,Gannawarra (S),2012,10498,,
22250,Gannawarra (S),2013,10526,,
22250,Gannawarra (S),2014,10534,,
22250,Gannawarra (S),2015,10536,,
22250,Gannawarra (S),2016,10567,,
22250,Gannawarra (S),2017,10569,,
22250,Gannawarra (S),2018,10547,,
22310,Glen Eira (C),2001,122346,,
22310,Glen Eira (C),2002,123197,,
22310,Glen Eira (C),2003,123816,,
22310,Glen Eira (C),2004,125037,,
22310,Glen Eira (C),2005,126485,,
22310,Glen Eira (C),2006,128474,,
22310,Glen Eira (C),2007,130524,,
22310,Glen Eira (C),2008,132900,,
22310,Glen Eira (C),2009,135414,,
22310,Glen Eira (C),2010,136515,,
22310,Glen Eira (C),2011,137152,,
22310,Glen Eira (C),2012,139116,,
22310,Glen Eira (C),2013,141260,,
22310,Glen Eira (C),2014,143694,,
22310,Glen Eira (C),2015,145924,,
22310,Glen Eira (C),2016,148583,,
22310,Glen Eira (C),2017,151457,,
22310,Glen Eira (C),2018,153858,,
22410,Glenelg (S),2001,20083,,
22410,Glenelg (S),2002,20065,,
22410,Glenelg (S),2003,20039,,
22410,Glenelg (S),2004,20033,,
22410,Glenelg (S),2005,20051,,
22410,Glenelg (S),2006,20077,,
22410,Glenelg (S),2007,20035,,
22410,Glenelg (S),2008,20020,,
22410,Glenelg (S),2009,19995,,
22410,Glenelg (S),2010,19949,,
22410,Glenelg (S),2011,19848,,
22410,Glenelg (S),2012,19825,,
22410,Glenelg (S),2013,19797,,
22410,Glenelg (S),2014,19755,,
22410,Glenelg (S),2015,19722,,
22410,Glenelg (S),2016,19759,,
22410,Glenelg (S),2017,19692,,
22410,Glenelg (S),2018,19665,,
22490,Golden Plains (S),2001,14872,,
22490,Golden Plains (S),2002,15119,,
22490,Golden Plains (S),2003,15477,,
22490,Golden Plains (S),2004,15931,,
22490,Golden Plains (S),2005,16390,,
22490,Golden Plains (S),2006,16666,,
22490,Golden Plains (S),2007,17022,,
22490,Golden Plains (S),2008,17456,,
22490,Golden Plains (S),2009,17941,,
22490,Golden Plains (S),2010,18441,,
22490,Golden Plains (S),2011,18958,,
22490,Golden Plains (S),2012,19604,,
22490,Golden Plains (S),2013,20362,,
22490,Golden Plains (S),2014,20899,,
22490,Golden Plains (S),2015,21388,,
22490,Golden Plains (S),2016,22016,,
22490,Golden Plains (S),2017,22568,,
22490,Golden Plains (S),2018,23120,,
22620,Greater Bendigo (C),2001,89071,,
22620,Greater Bendigo (C),2002,90176,,
22620,Greater Bendigo (C),2003,91513,,
22620,Greater Bendigo (C),2004,92535,,
22620,Greater Bendigo (C),2005,93269,,
22620,Greater Bendigo (C),2006,94577,,
22620,Greater Bendigo (C),2007,96097,,
22620,Greater Bendigo (C),2008,97417,,
22620,Greater Bendigo (C),2009,99003,,
22620,Greater Bendigo (C),2010,100506,,
22620,Greater Bendigo (C),2011,101995,,
22620,Greater Bendigo (C),2012,103905,,
22620,Greater Bendigo (C),2013,105957,,
22620,Greater Bendigo (C),2014,107955,,
22620,Greater Bendigo (C),2015,109908,,
22620,Greater Bendigo (C),2016,112267,,
22620,Greater Bendigo (C),2017,114091,,
22620,Greater Bendigo (C),2018,116045,,
22670,Greater Dandenong (C),2001,127724,,
22670,Greater Dandenong (C),2002,127336,,
22670,Greater Dandenong (C),2003,127060,,
22670,Greater Dandenong (C),2004,127293,,
22670,Greater Dandenong (C),2005,128054,,
22670,Greater Dandenong (C),2006,130068,,
22670,Greater Dandenong (C),2007,132860,,
22670,Greater Dandenong (C),2008,135884,,
22670,Greater Dandenong (C),2009,138740,,
22670,Greater Dandenong (C),2010,140212,,
22670,Greater Dandenong (C),2011,142167,,
22670,Greater Dandenong (C),2012,145116,,
22670,Greater Dandenong (C),2013,148502,,
22670,Greater Dandenong (C),2014,152135,,
22670,Greater Dandenong (C),2015,156061,,
22670,Greater Dandenong (C),2016,160222,,
22670,Greater Dandenong (C),2017,163518,,
22670,Greater Dandenong (C),2018,166094,,
22750,Greater Geelong (C),2001,191534,,
22750,Greater Geelong (C),2002,194713,,
22750,Greater Geelong (C),2003,196973,,
22750,Greater Geelong (C),2004,198541,,
22750,Greater Geelong (C),2005,199996,,
22750,Greater Geelong (C),2006,201495,,
22750,Greater Geelong (C),2007,203802,,
22750,Greater Geelong (C),2008,206479,,
22750,Greater Geelong (C),2009,209429,,
22750,Greater Geelong (C),2010,212585,,
